text,ade,term_PT
scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help,panic attack,panic attack
scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help,like i'm having a heart attack,heart rate abnormal
"fact: if cymbalta didn't make me so miserable, i'd go back on it. i was the cooliest on cymbalta!",miserable,feeling abnormal
"rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie?",prolactin levels,blood prolactin increased
"rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie?",boobs humungous,breast enlargement
fuck you trazodone.  i didn't want or need to sleep for 11 hours.,sleep for 11 hours,hypersomnia
don't ever take a vyvanse and drink an energy drink. your heart will explode,heart will explode,palpitations
"@waynedjc that's good news. you must feel a bit less stressed. btw, are you ok with diazepam and fluoxetine? take both and they space me out",space me out,disturbance in attention
@mewtopia ...face. and quetiapine slightly increases sun sensitivity too.,sun sensitivity,photosensitivity reaction
on today's ride i burnt 1119 calories. take that olanzapine you hunger inducing bastard!!!,hunger inducing,hunger
"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense.","neck, back, hip, and leg aches",neck pain
"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense.","hip, and leg aches",arthralgia
"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense.",leg aches,pain in extremity
"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense.","back, hip, and leg aches",back pain
"@mrnick was getting out of control. i had no idea that coming off it would be so awful. other than paroxetine, i thought ssris were easy",coming off it,withdrawal syndrome
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",fatique,fatigue
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",joint problems,arthropathy
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",vomitting,vomiting
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",cramps,muscle spasms
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",ab pain,abdominal pain
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",nausea,nausea
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",skin,skin disorder
"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013",ulcers in mouth,mouth ulceration
ooh me too! rt @xyle50ul: #schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain.,weight gain,weight increased
ooh me too! rt @xyle50ul: #schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain., tremors,tremor
@fleer09: playing league while on vyvanse is too damn stressful.  back to public i go!,stressful,stress
"@oscli every time i forget seroquel, i end up rage breaking things eg- my laptop *facepalm*",rage breaking things,anger
"seroquel census: ""did we kiss?"" (notes i scribble next to my bed at 5am, loopy on anti-psychotics)",loopy,feeling abnormal
@inkyworld why i came off it. gp told me its not dangerous but it is damn unpleasant. at least i know it's the quetiapine that's causing it,not dangerous but it is damn unpleasant,malaise
@southkirk @positiveaboutms thinking it might be the baclofen doing it.only on a low dose though.broken sleep is a nightmare.#msfatigue,broken sleep,sleep disorder
am i the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave,grinds the shit out of their teeth,bruxism
whyyyyy so painful #humira ?,painful,pain
"rules of prozac: 1: you can never sleep, ever again. never ever 2: no you may not switch your brain off. ever. 3: exhaustion is your friend.",exhaustion ,fatigue
"rules of prozac: 1: you can never sleep, ever again. never ever 2: no you may not switch your brain off. ever. 3: exhaustion is your friend.",never sleep,insomnia
"rules of prozac: 1: you can never sleep, ever again. never ever 2: no you may not switch your brain off. ever. 3: exhaustion is your friend.",may not switch your brain off,tachyphrenia
are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?,insomnia,insomnia
are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?,restlessness,restlessness
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,hard to digest,dyspepsia
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,vasovagal pre-syncope,presyncope
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,toxicity,toxicity to various agents
wish i could stay up and do nicething with all the loveliesd but woah does seroquel hit hard,hit hard,sedation
being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?,sick,malaise
"@jonny_wags @hey_jeffrey realtalk: until i started taking wellbutrin, effexor robbed me of the ability to cum",ability to cum,anorgasmia
it was 6th period when i was still fucked up off them vicodins &amp; seroquel. i remember it was lunch &amp; i left because something pissed me off.,fucked up,malaise
i guess that vyvanse want a good idea i just want to sleeeeep,want to sleeeeep,insomnia
"despite a difficult meeting with hr today i feel good, i feel chilled, i feel happy but i still feel fat! #olanzapine",fat,weight increased
the day after my humira jab and as ever i'm mega tired. may have to go back to bed.,tired,fatigue
to take my seroquel and have weird dreams or to not... real life lyndsey world questions,weird dreams,abnormal dreams
@neomoms i had been blaming my dizziness upon standing to my menopause but now on hrt &amp; no more flashes so looked at cymbalta side effs,dizziness,dizziness
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",insomnia,insomnia
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",deliriousness,delirium
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",confusion,confusional state
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",nauesousness,nausea
"side affects of this withdrawal contains confusion, deliriousness, nauesousness and insomnia #withdrawal #trazodone #omgicantwait #help",withdrawal,withdrawal syndrome
really bad rls fron seroquel :(,rls,restless legs syndrome
off to see the gi consultant this week. hope theres something other than humira to try as not working also hair falling out.,hair falling out,alopecia
nicotine withdrawals. #needasmoke,withdrawals,withdrawal syndrome
shouldn't have taken 80mg of vyvanse today... #cantsleep,cantsleep,insomnia
lamictal nap ft. 2 cups of caffeinated coffee,nap,somnolence
"@secretsufferer olanzapine. i was taking 7.5mg and that was a nightmare, now taking 5mg but the weight still keeps coming :(",weight still keeps coming,weight increased
erm my pdoc wants me to go back on quetiapine. pointed out it had caused a heart arrhythmia last time. going back to gp to look at my ecg,heart arrhythmia,arrhythmia
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,headaches,headache
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,vomiting,vomiting
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,diarrhea,diarrhoea
@lynseypattie @ukschizophrenic @polarbear3127 @weswroten its quetiapine for me. i was wearing factor 30 today &amp; i still burnt :-(,burnt,photosensitivity reaction
i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying,crying,crying
i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying,screaming,screaming
"@deltrimental effexor i found was not so bad. currently on cymbalta &amp;the wdrawals are vile. internet full of horror stories,",wdrawal,withdrawal syndrome
"@epilepsyadvice  on lamictal, chemist giving me there own brand med lamotrigine when lamictal not available..side effect problems..raging !",raging,anger
"@rachelhatesjazz watch your eyesight with lamictal- i went from awesome vision, to wearing glasses full time for the 2 yrs i was on it.","awesome vision, to wearing glasses",visual impairment
"@rachelhatesjazz watch your eyesight with lamictal- i went from awesome vision, to wearing glasses full time for the 2 yrs i was on it.",eyesight,visual impairment
"trazodone hangovers are the worst, though. sigh",hangovers,hangover
"cymbalta, you're driving me insane.",driving me insane,mental disorder
the cipro in you eyes burns but works its buffered for your ears seems stupid but if they take your life take it back, burns,eye irritation
oh. delayed reaction from humira injections-my hip joints just started hurting. haha.,hip joints just started hurting,arthralgia
do the people that make the blu e-cig not fucking understand what addiction to nicotine is?! where is it already,addiction,dependence
"@cheer_bear13 quetiapine knocked me sidewards for a week then i suddenly woke up activated. then relapsed, upped dose, activated &amp; so on",knocked me sidewards,fatigue
"food doesn't help for energy, not sure how to get some get up and go! #newmeds #quetiapine #bipolar",energy,asthenia
seroquel gives me nightmares every fucking night but i take it anyway,nightmares,nightmare
my battle continues with olanzapine weight gain with a bowl of porridge and a 9am bootcamp #iwillwin,weight gain,weight increased
"@ta3fox yeah, pristiq is a different formulation or something of effexor. so similar withdrawal stuff :(",withdrawal,withdrawal syndrome
@jennniff i didn't take a zopiclone in the end.. but i'm third day of no quetiapine &amp; i'm eating incredibly differently!,eating incredibly differently,appetite disorder
@deanmikel i'm not lazy!! my seroquel knocked me out!!,knocked me out,somnolence
@furyofpatience i was fine w/ effexor. paxil/seroxat/paroxetine was the worst fucking bitch ad  i've ever withdrawn from. pure evil.,withdrawn ,social avoidant behaviour
fuck seroquel. i need to be awake,need to be awake,somnolence
@adreamitstrue things like mirtazipine&amp;trazodone weight gain isn't too hard to mitigate.things like valproate substantially more of an issue,weight gain,weight increased
i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about,over think,tachyphrenia
i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about,angry,anger
@unicornluvchild no legit sex on prozac has legit scarred me for life. fuck this shit for real runaway from them,no legit sex,sexual dysfunction
seem to be feeling a bit better. disturbed sleep is a problem though. #venlafaxine #day15,disturbed sleep,sleep disorder
@secretschizo i tried coming off my olanzapine twice in the past 3 years without telling my psych - unfortunately too difficult to come off!,difficult to come off,withdrawal syndrome
@clarketacular fanapt was the only thing that calmed her rages but comes with tremors.   i'm so sorry :(,tremors,tremor
almost vomited on a zinc lozenge #yuk,almost vomited,nausea
"@dsymons @melissadee_  i was only on 200 mg and was recently switched to 150 mg due to weight. it's still working with enbrel, though.",weight,weight increased
@kaliruoff ohhh...lmao that's just great. maybe it was probably seroquel. that stuff knocks you outttttttt haha,knocks you outttttttt,loss of consciousness
@bare_faced_chic i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x,gastro pain,gastrointestinal pain
@bare_faced_chic i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x,crying,crying
@thunderangel454 meds work differently for each person. i know seroquel xr was hell for me &amp; i gained weight but can be heaven for another,gained weight,weight increased
"@dani_deeh  nope, i tested positive for jcv.?????? ????????jcv &amp; tysabri = permanent brain damage or sudden death.",jcv,jc virus infection
"fucking vyvanse, giving me cotton mouth. ugh.",cotton mouth,dry mouth
seroquel has arrived. question now is when do i want to be zombified?,zombified,feeling abnormal
"how is it that vyvanse gives me dry mouth, but i still produce this much saliva in my sleep?",saliva,saliva altered
"how is it that vyvanse gives me dry mouth, but i still produce this much saliva in my sleep?",dry mouth,dry mouth
"@notquitereal yeah, i mean, fluoxetine made me feel like shit, and citalopram makes me feel ace, so worth considering if you ever have to",feel like shit,malaise
hey not sleeping. #hotflashes #menopause #effexor,not sleeping,insomnia
pretty sure the quetiapine was affecting my sense of taste,taste,taste disorder
"co-codemol and trazodone have taken control of my eyes, so i better go to bed, before they switch off my legs too, g'nite all, stay safe",taken control of my eyes,somnolence
pretty sure my vyvanse is making me dizzy and making my chest hurt. ?,chest hurt,chest pain
pretty sure my vyvanse is making me dizzy and making my chest hurt. ?,dizzy,dizziness
day 3 without #venlafaxine. worst drug ever to withdraw from? any support much appreciated!,withdraw,withdrawal syndrome
@cheer_bear13 am on 300mg quetiapine. mainly tiredness it causes with me.,tiredness,fatigue
"i'm tired of being tired, deffinatly #nap time for this girl. stupid #medications #paxil #trazodone #seroquel",nap time,somnolence
"i'm tired of being tired, deffinatly #nap time for this girl. stupid #medications #paxil #trazodone #seroquel",tired,fatigue
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal",manic reactions,mania
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal",angry,anger
"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal", tired,fatigue
@onemoremum did i read in a blog post that you took venlafaxine? i am on 300mg and if i forget it for one day i can barely function the next,barely function,mental impairment
i'm never gonna pack it in i know i'm addicted to the nicotine through my veins it flow,addicted,drug dependence
"@figster014 bloody zombie i also take venlafaxine thats for cronic depression bipolar is a difficult illness to deal with, both for the",zombie,feeling abnormal
lalalalala.. clearly i've underestimated my vyvanse by choosing to take it in the middle of the day. #wideawake #neveragain ?,wideawake,insomnia
