text,ade,meddra,level
i didn't expect that going off of paxil would make me want to look at my farrah fawcett poster quite so much.,look at my farrah fawcett poster,loss of libido,PT
panic attacking because you cant find your effexor and know withdrawal will set in momentarily  &lt;&lt;&lt;&lt;&lt;&lt;&lt;.,withdrawal,withdrawal syndrome,PT
"@warwraith i'm not even sure what to request. :/ sertraline makes me sick now, venlafaxine made me sick, reboxetine and citalopram useless",sick,feeling sick,LLT
question time #crohns #ibd #humira does anyone suffer from egg burps? what works for you,egg burps,malodorous burping,LLT
"i'm so fine today. increasing zyprexa,my condisition became so good. it has a side effect that increase my weight. i must care about it.",increase my weight,weight gain,LLT
"@oscli every time i forget seroquel, i end up rage breaking things eg- my laptop *facepalm*",rage breaking things,rage,LLT
being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?,sick,feeling sick,LLT
i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.,kicking my ass,feeling unwell,LLT
i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.,nauaea,nausea,PT
rt @annie_monster: wtf? can't even get whipped cream out of the can? my arms just keep getting worse. damned cipro.,arms just keep getting worse.,pain in arm,LLT
rt @annie_monster: wtf? can't even get whipped cream out of the can? my arms just keep getting worse. damned cipro.,can't even get whipped cream out of the can,weakness,LLT
@tootingrebecca it helped me enormously with seroquel withdrawal but it makes benzo withdrawal much worse.,withdrawal,withdrawal syndrome,PT
whoah so dizzing.  damn   tamazapam - shld probably wap back to quetiapine if this keeps up! but it makes me feel so ick!,feel so ick,feeling unwell,LLT
"the seroquel the doc gave me, makes doing things difficult. . . but if i don't do something, i'll fall asleep. the catch-22 of crazy.",doing things difficult,mental concentration difficulty,LLT
"the seroquel the doc gave me, makes doing things difficult. . . but if i don't do something, i'll fall asleep. the catch-22 of crazy.",fall asleep,somnolence,PT
@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??,body ache,ache,LLT
@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??,shooting pains down arms,shooting pain,LLT
@jennyelliott88 ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??,shooting pains down arms &amp; legs,shooting pain,LLT
screw you paxil! you do wonders for anxiety but you make me a ultra lightweight,lightweight,alcohol intolerance,PT
"the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong",in a fog,foggy feeling in head,LLT
"the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong",tired,tiredness,LLT
"@helsthorn i dont get it, sex i mean. the doctors p[ut me on venlafaxin","dont get it, sex",loss of libido,PT
@_rubyrouge_ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted,feel wasted,feeling drunk,PT
@_rubyrouge_ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted,slept 13-14 hrs,somnolence,PT
"did you know insanely intense dreams are a known side effect of venlafaxine? it's not an antidepressant, it's my dream fuel!",intense dreams,vivid dreams,LLT
"@daftlimmy i've been taking venlafaxine since 2007, it's like hotel california - you can check in, but you can never leave.","you can check in, but you can never leave",drug dependence,PT
does cipro make anyone's else's brain turn to mush or am i actually just going crazy?,brain turn to mush,feeling abnormal,PT
rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.,crawl in a hole,depression,PT
rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.,emotional,emotional instability,LLT
rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.,withdrawal,withdrawal syndrome,PT
rt @mad_in_america: my journey into the dark night of the soul was launched by an adverse reaction to the drug effexor. taking this... http,dark night of the soul,depressed mood,PT
@bare_faced_chic i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x,crying,crying,PT
@bare_faced_chic i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x,gastro pain,gastrointestinal pain,PT
"dissociative fugues &amp; loss of empathy since age 11, serious cardio problems since age 14, almost dying of paxil withdrawal @ 21, that's a-ok",withdrawal,withdrawal syndrome,PT
so last night i kept waking up with period pain. took what i thought was ibuprofen 3 times. turned out to be seroquel. i just woke up.,just woke up,somnolence,PT
"abilify for 3 weeks has made me lose 1/6 of the weight i put on w/seroquel, and i've been eating like shit. i love you abilify!",weight i put on,weight gain,LLT
@psychiatrysho partly true but olanzapine is the worst ever for inducing carb cravings for some unfortunate ppl serequel and clozaril a 2nd, carb cravings,carbohydrate craving,LLT
gamma-aminobutyric acid+glycine =paralyzing rem neurotransmitters=precisely when you shouldn't wake up=grumpy as fuck  #sciencestrikesagain,shouldn't wake up,somnolence,PT
@clarketacular fanapt was the only thing that calmed her rages but comes with tremors.   i'm so sorry :(,tremors,tremor,PT
"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick",sick,feeling sick,LLT
"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick",sicksicksick,feeling sick,LLT
"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick",withdrawals,withdrawal syndrome,PT
"worked a double shift today while dealing with effexor withdrawals, i'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick",withdraws,withdrawal syndrome,PT
"2/2 blood tests scheduled. bp normal now have own coaguckek machine. still aches and pains, legs better. taking codeine rivaroxaban losartan",aches,ache,LLT
"2/2 blood tests scheduled. bp normal now have own coaguckek machine. still aches and pains, legs better. taking codeine rivaroxaban losartan",pains,pain,PT
@obsidianvormund @glass1ncision sorry for jumping in. trying to get up for work after night seroquel is a nightmare!,trying to get up,hard to awaken,LLT
"@dani_deeh  nope, i tested positive for jcv.?????? ????????jcv &amp; tysabri = permanent brain damage or sudden death.",jcv,jc virus infection,PT
"@dani_deeh  nope, i tested positive for jcv.?????? ????????jcv &amp; tysabri = permanent brain damage or sudden death.",jcv,jc virus infection,PT
oh. delayed reaction from humira injections-my hip joints just started hurting. haha.,hip joints just started hurting,pain in hip,LLT
"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now.",sick,feeling sick,LLT
"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now.",seizures,seizure,PT
i do baclofen which helps w incontinent urges but don't think it's good for the bowels. (very personal but wtf) anyone have insight for me??,bowels,bowel discomfort,LLT
"rt @brassiest: @mikedelic if this is a real question, withdrawal from an antidepressant named effexor was worse than cocaine withdrawal",withdrawal,withdrawal syndrome,PT
@southkirk @positiveaboutms thinking it might be the baclofen doing it.only on a low dose though.broken sleep is a nightmare.#msfatigue,broken sleep,sleep disturbed,LLT
"oh hey. much like other anti-convulsants, lamictal dehydrates you. so much is explained.",dehydrates,dehydration,PT
@inkyworld olanzapine is another anti-psychotic medication. it works on my bipolar but makes me binge eat,binge eat,binge eating,PT
i used to be on paxil but that made me more depressed and prozac made me angry,angry,anger,PT
i used to be on paxil but that made me more depressed and prozac made me angry,depressed,depressed mood,PT
@crohniecharlie #humira helped my #crohns but then #respiratory issues ensued &amp; now i can't take anything &amp; have major lung issues,lung issues,lung disorder,PT
@crohniecharlie #humira helped my #crohns but then #respiratory issues ensued &amp; now i can't take anything &amp; have major lung issues,respiratory issues,respiratory disorder,PT
"when i had my infected k stone, hospital put me on cipro - a synthetic antibiotic. i ""smelled"" a pungent solvent odor, i smell it now. why?",smell,strange smell sensation,LLT
"when i had my infected k stone, hospital put me on cipro - a synthetic antibiotic. i ""smelled"" a pungent solvent odor, i smell it now. why?","smelled"" a pungent solvent odor",strange smell sensation,LLT
@kirkby007 #hcsm i start #chemo on tues b/c of #humira so i know.  it helped but it then destroyed my lungs.,chemo,chemotherapy,PT
@kirkby007 #hcsm i start #chemo on tues b/c of #humira so i know.  it helped but it then destroyed my lungs.,destroyed my lungs,lung disorder,PT
bedtime. hopefully  the headache and nausea from the levaquin will be gone leaving me with only the more common side effects of antibiotics.,headache,headache,PT
bedtime. hopefully  the headache and nausea from the levaquin will be gone leaving me with only the more common side effects of antibiotics.,nausea,nausea,PT
@posaware my t cell went up w ith humira i also have crohns disease.   i wish u guys had more articles with people like me in it,t cell went up,white blood cell increased,LLT
off to see the gi consultant this week. hope theres something other than humira to try as not working also hair falling out.,hair falling out,hair loss,LLT
"@rachelhatesjazz watch your eyesight with lamictal- i went from awesome vision, to wearing glasses full time for the 2 yrs i was on it.","awesome vision, to wearing glasses",vision decreased,LLT
"@rachelhatesjazz watch your eyesight with lamictal- i went from awesome vision, to wearing glasses full time for the 2 yrs i was on it.",eyesight,vision decreased,LLT
@epilepsysociety i have a q..i am taking lamotrigine and wondered if anyone else has had insomnia as a side effect?and what to do about it,insomnia,insomnia,PT
3 weeks sober today. have had cravings but no where near as intense as when i was on antipsychotic seroquel. convinced of connection.,cravings,food craving,PT
"when on high dose of seroquel, alcoholism was at it's worst and cravings constant and intense. now off seroquel, cravings occasional.",alcoholism,alcoholism,PT
